Type of Incident,Type  Location,Year of Incident,Location1,Zip Code,Update Date,Latitude,Longitude,Day of Week
ACCIDENTAL DEATH (NO OFFENSE),Field/Woods,2015,"1200 WALL ST
DALLAS, TX 75215
(32.77072, -96.795063)",75215,12/10/2018 15:11,32.77072,-96.795063,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"7900 WALNUT HILL LN
DALLAS, TX 75230
(32.880022, -96.771815)",75230,2/20/2018 9:45,32.880022,-96.771815,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"400 S ZANG BLVD
DALLAS, TX 75208
(32.741905, -96.82451)",75208,3/14/2015 21:56,32.741905,-96.82451,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"14100 MONTFORT DR
DALLAS, TX 75254
(32.94092, -96.81408)",75254,2/24/2015 18:34,32.94092,-96.81408,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"500 LIBERTY ST
DALLAS, TX 75204
(32.788619, -96.785882)",75204,9/22/2016 20:19,32.788619,-96.785882,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2015,"1200 ROBERT B CULLUM BLVD
DALLAS, TX 75210
(32.777414, -96.765307)",75210,4/21/2015 1:31,32.777414,-96.765307,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2014,"2500 LEMMON AVE
DALLAS, TX 75204
(32.804475, -96.786243)",75204,2/19/2018 0:53,32.804475,-96.786243,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Commercial Property Occupied/Vacant,2015,"8700 STULTS RD
DALLAS, TX 75243
(32.904837, -96.754298)",75243,2/16/2015 10:01,32.904837,-96.754298,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"2400 MICHIGAN AVE
DALLAS, TX 75216
(32.719082, -96.816957)",75216,9/24/2015 1:15,32.719082,-96.816957,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"2500 SHORECREST DR
DALLAS, TX 75235
(32.84688, -96.868034)",75235,10/31/2014 3:50,32.84688,-96.868034,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"3100 DOUGLAS AVE
DALLAS, TX 75219
(32.813133, -96.813383)",75219,7/20/2015 8:31,32.813133,-96.813383,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"100 DALLAS FT WORTH TPKE
DALLAS, TX 75207
(32.768648, -96.822917)",75207,9/9/2014 12:40,32.768648,-96.822917,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"9000 GARLAND RD
DALLAS, TX 75218
(32.827118, -96.710021)",75218,2/16/2015 7:26,32.827118,-96.710021,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"3880 W NORTHWEST HWY
DALLAS, TX 75220
(32.862236, -96.850455)",75220,2/19/2018 22:26,32.862236,-96.850455,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2016,"1800 S HARWOOD ST
DALLAS, TX 75215
(32.773165, -96.78486)",75215,7/4/2016 10:00,32.773165,-96.78486,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"10700 HARRY HINES BLVD
DALLAS, TX 75220
(32.872408, -96.883275)",75220,8/3/2015 7:08,32.872408,-96.883275,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"200 CRENSHAW DR
DALLAS, TX 75217
(32.71031, -96.65566)",75217,1/29/2016 6:18,32.71031,-96.65566,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"1700 S WESTMORELAND RD
DALLAS, TX 75211
(32.726771, -96.874234)",75211,11/3/2016 8:59,32.726771,-96.874234,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"3500 W WHEATLAND RD
DALLAS, TX 75237
(32.647444, -96.876265)",75237,7/18/2016 13:52,32.647444,-96.876265,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"523 WOODMONT DR
DALLAS, TX 75217
(32.720798, -96.704976)",75217,2/19/2018 22:01,32.720798,-96.704976,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"5300 CEDAR SPRINGS RD
DALLAS, TX 75235
(32.822056, -96.826359)",75235,7/14/2015 12:41,32.822056,-96.826359,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"2000 MAIN ST
DALLAS, TX 75201
(32.781792, -96.793824)",75201,11/19/2014 0:14,32.781792,-96.793824,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"16700 KNOLL TRAIL DR
DALLAS, TX 75248
(32.978928, -96.825607)",75248,2/11/2015 10:44,32.978928,-96.825607,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"18000 COIT RD
DALLAS, TX 75252
(32.996761, -96.767751)",75252,8/8/2015 12:17,32.996761,-96.767751,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2015,"4407 W MOCKINGBIRD LN
DALLAS, TX 75209
(32.836644, -96.830925)",75209,5/24/2015 0:38,32.836644,-96.830925,Sunday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2016,"10200 HARRY HINES BLVD
DALLAS, TX 75220
(32.861781, -96.880652)",75220,1/24/2017 11:39,32.861781,-96.880652,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"1046 N PRAIRIE CREEK RD
DALLAS, TX 75217
(32.730999, -96.665623)",75217,1/23/2015 12:50,32.730999,-96.665623,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2016,"4300 W CAMP WISDOM RD
DALLAS, TX 75237
(32.661885, -96.889158)",75237,5/31/2016 8:32,32.661885,-96.889158,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2100 ANN ARBOR AVE
DALLAS, TX 75216
(32.697841, -96.788842)",75216,2/19/2018 4:10,32.697841,-96.788842,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2600 N CENTRAL EXPY
DALLAS, TX 75204
(32.803417, -96.792736)",75204,2/15/2018 12:03,32.803417,-96.792736,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"2900 KIRNWOOD DR
DALLAS, TX 75237
(32.654606, -96.866855)",75237,12/22/2014 17:23,32.654606,-96.866855,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"400 N ST AUGUSTINE DR
DALLAS, TX 75217
(32.718157, -96.657068)",75217,5/30/2016 9:57,32.718157,-96.657068,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"4800 W MOCKINGBIRD LN
DALLAS, TX 75209
(32.83663, -96.827235)",75209,6/1/2016 8:39,32.83663,-96.827235,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"1200 W MOCKINGBIRD LN
DALLAS, TX 75247
(32.819202, -96.868649)",75247,2/19/2018 19:32,32.819202,-96.868649,Monday
ACCIDENTAL DEATH (NO OFFENSE),Medical Facility,2018,"1441 N BECKLEY AVE
DALLAS, TX 75203
(32.761639, -96.823006)",75203,12/3/2018 13:20,32.761639,-96.823006,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Other,2014,"2225 N MASTERS DR
DALLAS, TX 75227
(32.750921, -96.648254)",75227,2/19/2018 11:07,32.750921,-96.648254,Monday
ACCIDENT INVOLVING INJURY,Apartment Parking Lot,2015,"5930 ARAPAHO RD
DALLAS, TX 75248
(32.960588, -96.80824)",75248,2/5/2016 12:17,32.960588,-96.80824,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"3700 S BUCKNER BLVD
DALLAS, TX 75227
(32.768757, -96.682626)",75227,1/31/2015 11:15,32.768757,-96.682626,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Motor Vehicle,2014,"2703 OAK BEND LN
DALLAS, TX 75227
(32.757257, -96.641865)",75227,2/19/2018 13:13,32.757257,-96.641865,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (Park),2014,"18121 MIDWAY RD
DALLAS, TX 75287
(32.99581, -96.843937)",75287,2/19/2018 14:40,32.99581,-96.843937,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"13122 FISH RD
DALLAS, TX 75253
(32.697525, -96.582251)",75253,11/15/2016 23:11,32.697525,-96.582251,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Convenience Store,2014,"5406 HARRY HINES BLVD
DALLAS, TX 75235
(32.813917, -96.839728)",75235,2/15/2018 12:19,32.813917,-96.839728,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"410 S BECKLEY AVE
DALLAS, TX 75203
(32.74186, -96.82285)",75203,2/20/2018 7:21,32.74186,-96.82285,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2015,"3550 SUNNYVALE ST
DALLAS, TX 75216
(32.712054, -96.7844)",75216,8/17/2015 16:11,32.712054,-96.7844,Monday
ACCIDENT INVOLVING INJURY,Outdoor Area Public/Private,2016,"3400 W CAMP WISDOM RD
DALLAS, TX 75237
(32.662548, -96.875325)",75237,12/8/2016 1:19,32.662548,-96.875325,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2016,"4151 N CENTRAL SERV W
DALLAS, TX 75204
(32.815283, -96.789951)",75204,2/15/2016 15:26,32.815283,-96.789951,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"4900 BELMONT AVE
DALLAS, TX 75206
(32.812115, -96.78316)",75206,2/19/2018 3:18,32.812115,-96.78316,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"2600 MAPLE AVE
DALLAS, TX 75201
(32.795396, -96.804268)",75201,6/3/2015 16:14,32.795396,-96.804268,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"800 E CLARENDON AVE
Dallas, TX 75203
(32.741964, -96.812487)",75203,9/1/2014 8:57,32.741964,-96.812487,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"8300 LAKE JUNE RD
DALLAS, TX 75217
(32.734162, -96.678608)",75217,2/19/2018 13:00,32.734162,-96.678608,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"4200 E OVERTON RD
DALLAS, TX 75216
(32.724493, -96.759636)",75216,8/10/2016 8:31,32.724493,-96.759636,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"300 N MARSALIS AVE
DALLAS, TX 75203
(32.751215, -96.815642)",75203,8/30/2015 23:00,32.751215,-96.815642,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"7526 MILITARY PKWY
DALLAS, TX 75227
(32.770991, -96.692093)",75227,8/16/2016 16:13,32.770991,-96.692093,Tuesday
ACCIDENT INVOLVING DEATH,"Highway, Street, Alley ETC",2016,"5000 N JIM MILLER RD
DALLAS, TX 75227
(32.785476, -96.700102)",75227,9/15/2016 11:17,32.785476,-96.700102,Thursday
ACCIDENT INVOLVING INJURY,Outdoor Area Public/Private,2016,"4100 ODESSA ST
DALLAS, TX 75212
(32.79171, -96.901407)",75212,3/26/2016 22:45,32.79171,-96.901407,Saturday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2015,"5600 N CENTRAL EXPY
DALLAS, TX 75206
(32.835807, -96.77892)",75206,2/11/2015 11:01,32.835807,-96.77892,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"3307 SPRING AVE
DALLAS, TX 75215
(32.765139, -96.752631)",75215,4/27/2016 16:01,32.765139,-96.752631,Wednesday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Residence,2015,"2500 N HOUSTON ST
DALLAS, TX 75201
(32.789053, -96.808791)",75201,4/9/2016 18:34,32.789053,-96.808791,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"900 N CENTRAL EXPY
DALLAS, TX 75204
(32.789828, -96.79165)",75204,1/6/2016 14:57,32.789828,-96.79165,Wednesday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Complex/Building,2015,"3001 KENDALE DR
DALLAS, TX 75220
(32.860396, -96.873032)",75220,12/10/2016 20:21,32.860396,-96.873032,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2800 N ST. AUGUSTINE DR
Dallas, TX 75227
(32.759265, -96.656826)",75227,2/19/2018 14:03,32.759265,-96.656826,Monday
ACCIDENT INVOLVING INJURY,Parking Lot (All Others),2015,"9301 FOREST LN
DALLAS, TX 75243
(32.909205, -96.740013)",75243,11/29/2015 23:48,32.909205,-96.740013,Sunday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2014,"2200 S GOOD LATIMER EXPY
DALLAS, TX 75226
(32.772839, -96.779251)",75226,12/8/2014 10:41,32.772839,-96.779251,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"5200 S POLK ST
DALLAS, TX 75232
(32.682253, -96.839946)",75232,2/16/2016 11:20,32.682253,-96.839946,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"2215 KATHLEEN AVE
DALLAS, TX 75216
(32.704745, -96.791682)",75216,6/20/2016 15:42,32.704745,-96.791682,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"10600 HARRY HINES BLVD
DALLAS, TX 75220
(32.867777, -96.882099)",75220,10/30/2014 21:44,32.867777,-96.882099,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2014,"3343 HARLINGEN ST
DALLAS, TX 75212
(32.78339, -96.904612)",75212,2/19/2018 1:31,32.78339,-96.904612,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"8530 MILITARY PKWY
DALLAS, TX 75227
(32.768338, -96.674408)",75227,2/19/2018 6:49,32.768338,-96.674408,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Other,2015,"5200 SPRING VALLEY RD
Dallas, TX 75254
(32.9395, -96.820656)",75254,3/5/2015 23:32,32.9395,-96.820656,Thursday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2016,"1400 E LEDBETTER DR
DALLAS, TX 75216
(32.684114, -96.79739)",75216,8/15/2016 11:32,32.684114,-96.79739,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"2700 KLONDIKE DR
DALLAS, TX 75228
(32.818807, -96.668432)",75228,7/30/2015 16:39,32.818807,-96.668432,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"6000 6000 W NORTHWEST HWY
Dallas, TX 75220
(32.865479, -96.804034)",75220,2/19/2018 4:06,32.865479,-96.804034,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2015,"2103 CANADA DR
DALLAS, TX 75212
(32.792633, -96.856841)",75212,3/26/2015 11:00,32.792633,-96.856841,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2900 E OVERTON RD
DALLAS, TX 75216
(32.71489, -96.776906)",75216,9/22/2014 1:39,32.71489,-96.776906,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"2200 S CORINTH ST RD
DALLAS, TX 75203
(32.720868, -96.80346)",75203,8/3/2016 14:56,32.720868,-96.80346,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2015,"11111 N CENTRAL EXPY
DALLAS, TX 75243
(32.900699, -96.769446)",75243,8/2/2015 16:56,32.900699,-96.769446,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"5800 S COCKRELL HILL RD
DALLAS, TX 75236
(32.67666, -96.891338)",75236,6/26/2015 9:32,32.67666,-96.891338,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"18180 DALLAS PKWY
DALLAS, TX 75287
(32.996702, -96.829025)",75287,9/18/2014 10:47,32.996702,-96.829025,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"2800 WOODALL RODGERS FWY
DALLAS, TX 75201
(32.793892, -96.796522)",75201,3/14/2016 6:40,32.793892,-96.796522,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"11400 N CENTRAL EXPY
DALLAS, TX 75243
(32.903003, -96.768627)",75243,10/18/2016 5:10,32.903003,-96.768627,Tuesday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"4700 DOLPHIN RD
DALLAS, TX 75223
(32.780396, -96.737679)",75223,6/13/2017 8:09,32.780396,-96.737679,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"1500 S BELT LINE RD
DALLAS, TX 75253
(32.680699, -96.597049)",75253,7/18/2016 12:33,32.680699,-96.597049,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"1600 N HENDERSON AVE
DALLAS, TX 75206
(32.808694, -96.771419)",75206,10/12/2015 13:54,32.808694,-96.771419,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"1400 PEAVY RD
DALLAS, TX 75218
(32.835195, -96.69282)",75218,11/2/2014 18:34,32.835195,-96.69282,Sunday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3700 S BUCKNER BLVD
DALLAS, TX 75227
(32.768757, -96.682626)",75227,2/19/2018 4:54,32.768757,-96.682626,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"9000 SKILLMAN ST
DALLAS, TX 75243
(32.897691, -96.720521)",75243,4/1/2015 16:20,32.897691,-96.720521,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"1500 S BUCKNER BLVD
DALLAS, TX 75217
(32.738081, -96.682835)",75217,10/28/2016 8:39,32.738081,-96.682835,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"5665 E MOCKINGBIRD LN
DALLAS, TX 75206
(32.836608, -96.770954)",75206,2/15/2018 12:03,32.836608,-96.770954,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"4222 LAWNVIEW AVE
DALLAS, TX 75227
(32.781554, -96.71929)",75227,9/1/2014 14:28,32.781554,-96.71929,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"2900 LINFIELD RD
DALLAS, TX 75216
(32.706962, -96.773786)",75216,11/11/2014 13:12,32.706962,-96.773786,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2400 COOMBS CREEK DR
DALLAS, TX 75211
(32.72244, -96.877897)",75211,2/19/2018 1:54,32.72244,-96.877897,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Other,2014,"3100 N BUCKNER BLVD
DALLAS, TX 75228
(32.807901, -96.682944)",75228,2/20/2018 7:39,32.807901,-96.682944,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"9600 FOREST LN
DALLAS, TX 75243
(32.909485, -96.72489)",75243,2/19/2018 23:23,32.909485,-96.72489,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"2700 PEAVY RD
DALLAS, TX 75228
(32.8181, -96.68445)",75228,4/7/2015 10:02,32.8181,-96.68445,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"5623 BONNIE VIEW RD
DALLAS, TX 75241
(32.680434, -96.766316)",75241,1/2/2015 13:10,32.680434,-96.766316,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"2130 S BUCKNER BLVD
DALLAS, TX 75227
(32.749246, -96.682807)",75227,2/19/2018 13:14,32.749246,-96.682807,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"4307 CICERO ST
DALLAS, TX 75216
(32.706141, -96.774744)",75216,2/20/2018 12:16,32.706141,-96.774744,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2014,"2000 N FIELDST
Dallas, TX 75202
(32.785855, -96.804257)",75202,2/19/2018 0:01,32.785855,-96.804257,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"7127 CLOVERGLEN DR
DALLAS, TX 75249
(32.62886, -96.946142)",75249,11/14/2016 9:14,32.62886,-96.946142,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"5100 KELLER SPRINGS RD
DALLAS, TX 75248
(32.968498, -96.821416)",75248,11/16/2018 8:02,32.968498,-96.821416,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"7116 BUFORD DR
DALLAS, TX 75241
(32.661655, -96.812284)",75241,2/19/2018 12:41,32.661655,-96.812284,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Restaurant/Food Service/TABC Location,2015,"938 S CORINTH ST RD
DALLAS, TX 75203
(32.737921, -96.798716)",75203,8/7/2015 15:17,32.737921,-96.798716,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"608 RAYENELL AVE
DALLAS, TX 75217
(32.722447, -96.706108)",75217,12/19/2014 6:19,32.722447,-96.706108,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"8008 S POLK ST
DALLAS, TX 75232
(32.649504, -96.839962)",75232,8/8/2014 7:59,32.649504,-96.839962,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2015,"2919 E LEDBETTER DR
DALLAS, TX 75216
(32.69503, -96.771231)",75216,4/1/2015 7:20,32.69503,-96.771231,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"7900 GREENHOLLOW LN
DALLAS, TX 75240
(32.93716, -96.770855)",75240,2/19/2018 6:21,32.93716,-96.770855,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"5600 N CENTRAL EXPY
DALLAS, TX 75206
(32.835807, -96.77892)",75206,8/1/2015 14:27,32.835807,-96.77892,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2015,"8122 LAKE JUNE RD
DALLAS, TX 75217
(32.734166, -96.681922)",75217,7/21/2015 18:07,32.734166,-96.681922,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2200 W NORTHWEST HWY
DALLAS, TX 75220
(32.864263, -96.899498)",75220,2/19/2018 1:25,32.864263,-96.899498,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Motor Vehicle,2015,"2100 OAK LAWN AVE
DALLAS, TX 75219
(32.802384, -96.816301)",75219,1/22/2015 0:04,32.802384,-96.816301,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2015,"3526 GREENVILLE AVE
DALLAS, TX 75206
(32.831136, -96.770144)",75206,9/21/2015 6:16,32.831136,-96.770144,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"3900 CEDAR SPRINGS RD
DALLAS, TX 75219
(32.810169, -96.810202)",75219,10/9/2014 15:54,32.810169,-96.810202,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"4900 WADSWORTH DR
DALLAS, TX 75216
(32.698972, -96.760625)",75216,6/25/2015 8:07,32.698972,-96.760625,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3900 FRANKFORD RD
DALLAS, TX 75287
(32.996965, -96.844745)",75287,2/19/2018 1:32,32.996965,-96.844745,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"12100 WEBB CHAPEL RD
FARMERS BRANCH, TX 75234
(32.914685, -96.873151)",75234,10/22/2015 9:53,32.914685,-96.873151,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3217 BIGLOW ST
DALLAS, TX 75216
(32.709186, -96.798531)",75216,2/19/2018 18:28,32.709186,-96.798531,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"5809 GREENVILLE AVE
DALLAS, TX 75206
(32.856739, -96.76877)",75206,2/19/2018 17:33,32.856739,-96.76877,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"800 S MALCOLM X BLVD
Dallas, TX 75228
(32.78404, -96.78213)",75228,2/19/2018 7:47,32.78404,-96.78213,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"1200 W MOCKINGBIRD LN
DALLAS, TX 75247
(32.819202, -96.868649)",75247,6/1/2015 12:37,32.819202,-96.868649,Monday
